name,rank,insertions,deletions,lines_changed,files,commits,first_commit,last_commit,score,checked
Ning,1.0,368.0,246.0,614.0,81.0,54.0,2021-09-30 15:35:47+00:00,2023-04-08 16:41:16+00:00,1.0,1
Zheng,,,,,,,,,0.0,1
Liu,7.0,11199.0,3.0,11202.0,13.0,5.0,2022-06-14 08:22:31+00:00,2022-08-04 11:04:26+00:00,1.0,0
Maosong,,,,,,,,,0.0,0
Chen,,,,,,,,,0.0,0
Yulin,,,,,,,,,0.0,0
Weilin,,,,,,,,,0.0,0
Shengding,2.0,25033.0,22244.0,47277.0,404.0,46.0,2021-09-30 15:57:14+00:00,2022-07-06 14:13:50+00:00,1.0,0
Albert Einstein,,,,,,,,,0.0,0
Zhao,,,,,,,,,0.0,0
Zhiyuan,,,,,,,,,0.0,0
Hai-Tao,,,,,,,,,0.0,0
