name,rank,insertions,deletions,lines_changed,files,commits,first_commit,last_commit,score,checked
Guan,,,,,,,,,0.0,1
Fog,,,,,,,,,0.0,1
Jiang,3.0,31066.0,47710.0,78776.0,755.0,113.0,2024-05-18 04:41:54+00:00,2024-10-17 13:08:52+00:00,1.0,0
Chaoyu,11.0,5637.0,526.0,6163.0,88.0,7.0,2023-04-19 00:27:53+00:00,2024-04-24 20:23:24+00:00,1.0,0
Bo,1.0,157551.0,150209.0,307760.0,8675.0,1225.0,2023-05-05 05:59:59+00:00,2024-06-11 15:28:46+00:00,1.0,0
Shenyang,7.0,263.0,396.0,659.0,33.0,13.0,2023-06-23 11:49:42+00:00,2024-06-10 19:20:20+00:00,1.0,0
Xipeng,,,,,,,,,0.0,0
Sean,35.0,6.0,9.0,15.0,1.0,1.0,2024-07-12 01:45:22+00:00,2024-07-12 01:45:22+00:00,1.0,0
Ming,17.0,42.0,12.0,54.0,4.0,2.0,2024-06-27 00:52:40+00:00,2024-07-02 06:52:08+00:00,1.0,0
Zhao,7.0,263.0,396.0,659.0,33.0,13.0,2023-06-23 11:49:42+00:00,2024-06-10 19:20:20+00:00,1.0,0
Pham,1.0,157551.0,150209.0,307760.0,8675.0,1225.0,2023-05-05 05:59:59+00:00,2024-06-11 15:28:46+00:00,1.0,0
Lee,29.0,31.0,21.0,52.0,3.0,1.0,2023-10-12 09:25:32+00:00,2023-10-12 09:25:32+00:00,1.0,0
Dong,,,,,,,,,0.0,0
Aaron,1.0,157551.0,150209.0,307760.0,8675.0,1225.0,2023-05-05 05:59:59+00:00,2024-06-11 15:28:46+00:00,1.0,0
Sauyon,29.0,31.0,21.0,52.0,3.0,1.0,2023-10-12 09:25:32+00:00,2023-10-12 09:25:32+00:00,1.0,0
Sheng,26.0,192.0,353.0,545.0,9.0,1.0,2023-11-30 11:54:17+00:00,2023-11-30 11:54:17+00:00,1.0,0
